Row Labels,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci ,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc
Chai,11/24/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
Chai,11/25/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
Chai,11/26/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,
Chai,11/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,
Chai,11/28/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,
Chai,11/29/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,
Chai,11/30/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,
Chai,12/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
Chai,12/2/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
Chai,12/3/2016,,,,,,,,,,0.089,,,,,0,,,,,,,,,,4.97,,0.257,189.8,,,58.83,10.91,55.75,,,,,,,,30.34,,,,,,,,,0,,,,,,,,8.04,,43.2,,0.032,,,,,5.73,3.85,0.038,,0.128,,,,0,,,,,,,,,,,,,,,,,,,,,,0.166,928,,650.056,4.54,,0.183,,10.1,
Chai,12/4/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,
Chai,12/5/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
Chai,12/6/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
Chai,12/7/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
Chai,12/8/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
Chai,12/9/2016,,,,,,,,,,0.172,,,,,,,,,,,,,,,3.07,,,,,,,,,,,,,,,,31.61,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,0.073,,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,,,,5.47,,0.187,,16,
Chai,12/10/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
Chai,12/11/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,
Chai,12/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,
Chai,12/13/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,
Chai,12/14/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Chai,12/15/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,
Chai,12/16/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,
Chai,12/17/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Chai,12/18/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,
Chai,12/19/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Chai,12/20/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Chai,12/21/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,
Chai,12/22/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,
Chai,12/23/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Chai,12/24/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,
Chai,12/25/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,
Chai,12/26/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,
Chai,12/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,
Chai,12/28/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,
Chai,12/29/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Chai,12/30/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,
Chai,12/31/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Decha,1/21/2009,,,,,,,,,,0.631,0.04,,,2.03,,,,,,,,,,143.4,4.7,,0.3,44.7,,,13.2,13.2,,,19,,10,,,,13.2,,,,,,,,,,,,,,,0.91,,0.5,,,0.02,,,,,,0.5,0.546,0.015,5.047,0.202,106.97,,,,,,,,,,,,,,,,,,,,15.4,,44.9,,,,234,,,3.4,,0.82,,5.1,316
Decha,2/17/2009,,,,,,,,,,0.081,,,,0.5,,,,,,,,,,,4.2,,0.3,,,,24,5.57,,,,,0.3,,,,13.04,8.95,,,,,,,,,,,,,,0.13,,0.5,,,0.096,,,,,,0.5,0.694,0.013,,,103.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,57
Decha,3/17/2009,,,,,,,,,,0.162,0.03,,,0.5,,,,,,,,,,176.9,3.3,,0.3,54,,,13,9.9,67.3,,11,,65,,,,11.9,9.74,,,,,,,,,,,,,,0.28,,87,,11.5,0.086,,,,,,0.5,1.539,0.023,7.834,0.011,107.89,,,,,,,,,,,,,,,,,,,,28.5,,40.7,,1.6,,360,,,5.56,,0.024,,9.6,95
Decha,4/23/2009,,,,,,,,,,0.021,0.03,,,,,,,,,,,,,72,5.7,,,48.9,,,,10.8,81.5,,13,,,,,,11.8,9.19,,,,,,,,,,,,,,,,,,13.1,,,,,,,,1.002,0.015,1.405,0.019,102.88,,,,,,,,,,,,,,,,,,,,45.5,,50.8,,54,,366,,,1.73,,0.043,,8,
Decha,5/17/2009,,,,,,,,,,0.051,0.03,,,,,,,,,,,,,145.8,5.8,,,74.5,,,28,16.2,11.4,,18,,,,,,12.1,8.36,,,,,,,,,,,,,,,,,,5.4,,,,,,,,0.242,0.02,2.945,0.02,141.85,,,,,,,,,,,,,,,,,,,,43.9,,40.2,,54,,300,,,1.76,,0.046,,22,
Decha,6/20/2009,,,,,,,,,,0.051,,,,,,,,,,,,,,146.4,5.6,,,45.6,,,39.6,10.1,104.5,,19,,,,,,9.87,13.89,,,,,,,,,,,,,,,,,,12.9,,,,,,,,0.199,0.005,2.807,0.081,121.25,,,,,,,,,,,,,,,,,,,,77,,6,,350,,624,,,1.633,,2.1382,,24.8,
Decha,7/19/2009,,,,,,,,,,0.038,0.03,,,,,,,,,,,,,136,3.8,,,48.1,,,27.02,14,63.2,,12,,,,,,7.8,13.62,,,,,,,,,,,,,,,,,,5.9,,,,,,,,0.148,0.013,3.966,0.021,100.13,,,,,,,,,,,,,,,,,,,,35,,49.2,,2400,,272,,,2.163,,0.021,,27.6,
Decha,8/17/2009,,,,,,,,,,0.177,,,,,,,,,,,,,,140.3,6.2,,,53.6,,,36.6,9.6,122.4,,12,,,,,,8.12,12.72,,,,,,,,,,,,,,,,,,6,,,,,,,,0.257,0.016,6.697,0.012,93.55,,,,,,,,,,,,,,,,,,,,8,,,,240,,476,,,3.71,,0.09,,21,
Decha,9/18/2009,,,,,,,,,,0.17,0.03,,,,,,,,,,,,,147.6,3.03,,0.3,39.5,,,35.44,12.08,40.3,,17,,0.5,,,,9.61,12.05,,,,,,,,,,,,,,0.47,,109,,7.2,0,,,,,,0.5,1.083,0.018,,0.04,99.48,,,,,,,,,,,,,,,,,,,,34,,54.9,,240,,300,,,,,0.221,,15.5,187
Decha,10/10/2009,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.17,,,,,,,,,,,,,,,,,,,,,,,,,,0.413,0.039,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,
Decha,11/20/2009,,,,,,,,,,0.17,0.029,,,,,,,,,,,,,163.5,4.43,,,54.8,,,27.59,10.8,35.4,,12,,,,,,12.9,11.85,,,,,,,,,,,,,,,,,,10.6,,,,,,,,1.122,0.025,,0.038,108.86,,,,,,,,,,,,,,,,,,,,29.4,,15.2,,4600,,286,,,,,0.124,,6.7,
Decha,12/12/2009,,,,,,,,,,0.113,0.03,,,,,,,,,,,,,167.8,3.9,,,54.2,,,18.56,11,54,,13,,,,,,14,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,1.083,0.026,2.427,0.031,116.09,,,,,,,,,,,,,,,,,,,,41.4,,24.5,,35,,370,,,2.379,,0.086,,6,
Decha,1/17/2010,,,,,,,,,,6.138,0.027,,,,,,,,,,,,,,5.6,,3.68,54.98,,,18.69,7.6,87.55,,16,,5.24,1.758,,,13.2,10.01,,,,,,,,,,,,,7.141,1.278,,,,10,0.891,,,,,,12.6,0.981,0.022,,0.049,,,,,,,,,,,,,,,,,,,,,,,51.658,,,,366,,,9.15,,0.071,,2.2,286
Decha,2/19/2010,,,,,,,,,,0.331,,,,,,,,,,,,,,,4.8,,,76.15,,,18.54,10.7,76.43,,13,,17.81,2.189,,,12.7,21.57,,,,,,,,,,,,,1.535,1.736,,,,16,1.217,,,,,,2.5,1.181,0.023,,0.018,,,,,,,,,,,,,,,,,,,,,,,51.868,,,,294,,,2.49,,0.078,,1,549
Decha,3/18/2010,,,,,,,,,,0.267,,,,,,,,,,,,,,,2.7,,,47.97,,,30.72,5.5,36.1,,11,,12.03,2.122,,,12.1,19.84,,,,,,,,,,,,,1.144,0.341,,3.51,,10.38,0.053,,,,,,,0.864,0.013,,0.02,,,,,,,,,,,,,,,,,,,,,,,4.824,,,,246,,,2.7,,0.055,,7.08,55
Decha,4/17/2010,,,,,,,,,,0.286,0.031,,,,,,,,,,,,,,1.3,,,33.5,,,11.5,10.09,21.05,,11,,5.73,2.58,,,12.2,19.698,,,,,,,,,,,,,1.007,0.341,,,,6.92,,,,,,,0.44,0.709,0.012,,0.03,,,,,,,,,,,,,,,,,,,,,,,55.79,,,,252,,,3.15,,0.114,,17.5,43
Decha,5/19/2010,,,,,,,,,,0.056,,,,,,,,,,,,,,,1.7,,,43.9,,,15.09,6.9,56.15,,12,,6.37,2.19,,,9.3,16.83,,,,,,,,,,,,,0.78,0.357,,,,4.06,,,,,,,1.55,0.709,0.015,,0.02,,,,,,,,,,,,,,,,,,,,,,,21.64,,,,258,,,6.425,,0.113,,21.3,118
Decha,6/17/2010,,,,,,,,,,0.115,,,,,,,,,,,,,,,2.7,,,48.45,,,32.34,16.1,70.19,,20,,7.19,,,,9.2,8.29,,,,,,,,,,,,,1.368,0.03,,,,4.97,0.052,,,,,,1.42,1.236,0.017,,0.048,,,,,,,,,,,,,,,,,,,,,,,77.45,,,,512,,,3.43,,0.248,,19.5,152
Decha,7/16/2010,,,,,,,,,,0.183,0.047,,,,,,,,,,,,,,5.3,,,58.9,,,16.77,8.3,76.4,,,,,2.986,,,10.6,13.14,,,,,,,,,,,,,0.827,,,,,3.82,,,,,,,,0.634,0.01,,0.022,,,,,,,,,,,,,,,,,,,,,,,21.11,,,,334,,,2.58,,0.212,,19.3,
Decha,8/21/2010,,,,,,,,,,0.03,0.031,,,,,,,,,,,,,,4.89,,,50,,,22,14.6,163.9,,14,,6.9,3.979,,,13.5,,,,,,,,,,,,,,0.446,0.1,,2.2,,18.8,1.168,,,,,,1.98,0.413,0.003,,0.026,,,,,,,,,,,,,,,,,,,,,,,33.98,,,,796,,,,,0.07,,21.6,139
Decha,9/16/2010,,,,,,,,,,0.035,0.032,,,,,,,,,,,,,,11.2,,,68.3,,,32.2,13.04,188,,15,,6.96,3.979,,,9.2,9.39,,,,,,,,,,,,,0.459,0.305,,,,21.9,0.916,,,,,,7.6,0.406,0.018,,0.052,,,,,,,,,,,,,,,,,,,,,,,48.34,,,,660,,,3.529,,0.056,,15,124
Decha,10/19/2010,,,,,,,,,,0.019,0.032,,,,,,,,,,,,,,3,,,69.1,,,33.3,11.1,109.2,,13,,,1,,,10.2,,,,,,,,,,,,,,0.771,,,,,11.9,,,,,,,,0.748,0.004,,0.118,,,,,,,,,,,,,,,,,,,,,,,58.332,,,,492,,,,,0.202,,13.2,
Decha,11/18/2010,,,,,,,,,,0.165,0.052,,,,,,,,,,,,,,4.5,,,66.5,,,12.5,7.5,139,,16,,,,,,13.5,,,,,,,,,,,,,,1.129,,,,,15.5,,,,,,,,0.944,0.02,,0.008,,,,,,,,,,,,,,,,,,,,,,,40.938,,,,766,,,,,0.026,,3,
Decha,12/16/2010,,,,,,,,,,0.197,0.033,,,,,,,,,,,,,,3.9,,,66.6,,,15.4,8.8,66.6,,10,,,4.44,,,12,,,,,,,,,,,,,,0.938,,,10.7,,21.2,,,,,,,,0.725,0.016,,0.03,,,,,,,,,,,,,,,,,,,,,,,72.45,,,,442,,,,,0.109,,3.4,
Decha,1/21/2011,,,,,,,,,,0.509,0,,,,,,,,,,,,,140.3,2.6,,0.21,21.4,,,15.3,8.4,89,,15,,3.06,0,,,13,,,,,,,,,,,,,,,0.09,,0.45,,,0.31,,,,,,3,0.954,0.016,,0.012,97.74,,,,,,,,,,,,,,,,,,,,,,39.6,,16,,735,,,,,0.106,,2.3,
Decha,2/19/2011,,,,,,,,,,0.24,0,,,,,,,,,,,,,235.5,5.8,,0.3,60.9,,,13.9,6.4,60.9,,14,,7.04,0,,,14.3,,,,,,,,,,,,,,,0.2,,0.55,,17.9,0.227,,,,,,2.9,0.636,0.017,,0.033,101.56,,,,,,,,,,,,,,,,,,,,,,51.9,,1.95,,470,,,,,0.212,,0.2,
Decha,3/17/2011,,,,,,,,,,0.162,0,,,,,,,,,,,,,223.9,1.7,,,50,,,18.4,8.4,37.2,,18,,,0,,,12.9,,,,,,,,,,,,,,,,,,,15.9,,,,,,,,0.915,0.021,,0.099,101.57,,,,,,,,,,,,,,,,,,,,,,50.4,,3.5,,316,,,,,0.24,,4,
Decha,4/15/2011,,,,,,,,,,0.06,0,,,1,,,,,,,,,,180.6,2.7,,0.16,50.8,,,16.56,5.1,38.9,,,,3.91,0,,,10.1,,,,,,,,,,,,,,,0.59,,3.39,2.26,13.5,0.174,,,,,,0,0.721,0.08,,0.098,90.66,,,,,,,,,,,,,,,,,,,,,,42.1,,3.5,,420,,,,,0.125,,9.2,257
Decha,5/20/2011,,,,,,,,,,0.087,0,,,1,,,,,,,,,,,4.3,,4.94,49.2,,,14.78,5.1,115.3,,20,,4.84,0,,,9.3,,,,,,,,,,,,,,,0.38,,46.11,2.43,17.3,0.415,,,,,,1.74,0.524,0.05,,0.013,109.15,,,,,,,,,,,,,,,,,,,,,,108,,1.1,,410,,,,,0.089,,22.1,333
Decha,6/17/2011,,,,,,,,,,0.07,0,,,1,,,,,,,,,,184.8,3,,3.38,53.9,,,12.87,5.4,58.2,,17,,5,0,,,7.8,,,,,,,,,,,,,,,0.1,,42.69,2.1,11.8,0.068,,,,,,0,0.18,0.046,,0.071,92.09,,,,,,,,,,,,,,,,,,,,,,84.9,,5.4,,398,,,,,0.108,,22.4,89
Decha,7/20/2011,,,,,,,,,,0.052,0,,,,,,,,,,,,,,2.6,,,54.5,,,14.7,6.3,66.7,,16,,,0,,,10.2,,,,,,,,,,,,,,,,,,2.2,19.4,,,,,,,,0.631,0.023,,0,122.6,,,,,,,,,,,,,,,,,,,,,,93,,5.4,,442,,,,,0.033,,23.5,
Decha,8/18/2011,,,,,,,,,,0.065,0,,,,,,,,,,,,,153.7,2.4,,,51.9,,,22,5,81.2,,14,,,0,,,7.9,,,,,,,,,,,,,,,,,,2.32,2.6,,,,,,,,1.023,0.034,,0.058,94.27,,,,,,,,,,,,,,,,,,,,,,50.3,,5.4,,324,,,,,0.087,,23,
Decha,9/15/2011,,,,,,,,,,0.046,0,,,,,,,,,,,,,156.8,1.9,,,44.2,,,18.4,3.42,92.2,,22,,,0,,,9.4,,,,,,,,,,,,,,,,,,2.32,12.2,,,,,,,,0.541,0.078,,0,105.26,,,,,,,,,,,,,,,,,,,,,,35,,1.4,,348,,,,,0.062,,19.5,
Decha,10/13/2011,,,,,,,,,,0.148,,,,,,,,,,,,,,170.8,3.8,,,67.5,,,24.6,3.8,,,21,,,0,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.656,0.037,,0.0256,81.54,,,,,,,,,,,,,,,,,,,,,,46.5,,280,,422,,,,,0.05,,11,
Decha,11/18/2011,,,,,,,,,,0.072,0,,,,,,,,,,,,,119.6,,,,50,,,8.3,6.46,32.3,,23,,,0,,,6.5,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,0.706,0.03,,0.056,58.09,,,,,,,,,,,,,,,,,,,,,,50.2,,360,,270,,,,,0.164,,9,
Decha,12/17/2011,,,,,,,,,,0.111,0,,,,,,,,,,,,,185.4,3.1,,,53.2,,,12.88,4.6,103.7,,21,,,0,,,13.3,,,,,,,,,,,,,,,,,,,11,,,,,,,,0.798,0.032,,0.056,96.59,,,,,,,,,,,,,,,,,,,,,,52.1,,445,,362,,,,,0.185,,1,
Decha,1/20/2012,,,,,,,,,,0.326,0,,,,0,,,,,,,,,,2.1,,0,49.7,,,12,4.1,59.81,,22,,0,2.155,,,13.2,,,,,,,,,0,,,,,,0.032,,0,,3.69,0,,,,,,0,0.908,0.024,,0.021,,,,0,,,,,,,,,,,,,,,,,,,71.366,,,,400,,,,,0.07,,1.7,0
Decha,2/17/2012,,,,,,,,,,0.389,0,,,,0,,,,,,,,,,5.7,,0,48.43,,,31.6,8.9,34.57,,24,,0,1.696,,,13.8,,,,,,,,,0,,,,,,0.043,,0,,11.84,0,,,,,,0,0.518,0.025,,0.048,,,,0,,,,,,,,,,,,,,,,,,,55.485,,,,256,,,,,0.384,,,0
Decha,3/16/2012,,,,,,,,,,0.323,0,,,,0,,,,,,,,,,2.14,,0,60.02,,,19.32,7.4,66,,28,,62.2,1.857,,,12.53,,,,,,,,,0,,,,,,0.036,,0,,16.67,0.16,,,,,,3,0.64,0.024,,0.096,,,,0,,,,,,,,,,,,,,,,,,,67.73,,,,376,,,,,0.112,,3.4,0
Decha,4/19/2012,,,,,,,,,,0.258,0,,,,0,,,,,,,,,,4.47,,7.5,39.631,,,22.08,6.86,31.8,,25,,48,1.326,,,12.1,,,,,,,,,0,,,,,,0.074,,7.6,,15.51,0.23,,,,,,0,0.63,0.018,,0.044,,,,0,,,,,,,,,,,,,,,,,,,47.128,,,,274,,,,,0.158,,13.2,50
Decha,5/19/2012,,,,,,,,,,0.296,0,,,,0,,,,,,,,,,1.85,,0,39.82,,,33.41,11.87,17.51,,22,,0,1.96,,,8.32,,,,,,,,,0,,,,,,0.051,,0,,6.29,0.086,,,,,,0,0.46,0.028,,0.041,,,,0.0025,,,,,,,,,,,,,,,,,,,32.996,,,,212,,,,,0.086,,12,38
Decha,6/17/2012,,,,,,,,,,0.117,0,,,,0,,,,,,,,,,1.48,,0,59.63,,,42.6,12.71,74.09,,0,,0,2.452,,,7.76,,,,,,,,,0,,,,,,0.05,,0,,11.3,0,,,,,,0,0.608,0.023,,0,,,,0.0025,,,,,,,,,,,,,,,,,,,42.603,,,,600,,,,,0.089,,23.4,0
Decha,7/20/2012,,,,,,,,,,0.105,0,,,,0,,,,,,,,,,2.15,,0,43.35,,,29.76,16.96,84.87,,20,,0,3.001,,,8.88,,,,,,,,,0,,,,,,0.037,,0,,26.283,0,,,,,,0,0.558,0.025,,0.053,,,,0.0025,,,,,,,,,,,,,,,,,,,51.627,,,,488,,,,,0.158,,18.6,0
Decha,8/17/2012,,,,,,,,,,0,0,,,,0,,,,,,,,,,2.97,,0,73.36,,,23,3.2,80.37,,17,,0,2.04,,,8.84,,,,,,,,,0,,,,,,0.049,,0,,5.5,0,,,,,,0,0.462,0.011,,0.045,,,,0.0025,,,,,,,,,,,,,,,,,,,52.515,,,,388,,,1.9614,,0.161,,20.7,0
Decha,9/20/2012,,,,,,,,,,0.054,0,,,,0,,,,,,,,,,3.27,,0,54.42,,,14,5.714,39.06,,29,,0,2.185,,,11.4,,,,,,,,,0,,,,,,0.045,,0,,6.12,0,,,,,,0,0.561,0.012,,0.021,,,,0.0025,,,,,,,,,,,,,,,,,,,47.7,,,,328,,,,,0.253,,15.5,0
Decha,10/19/2012,,,,,,,,,,0.036,0,,,,0,,,,,,,,,,2.3,,0.2,40.36,,,25.75,4,59.56,,18,,19.23,2.23,,,11.21,,,,,,,,,0,,,,,,0.037,,2.06,,9.23,0,,,,,,3.71,0.832,0.016,,0.013,,,,0.0025,,,,,,,,,,,,,,,,,,,46.6,,,,566,,,4.165,,0.071,,9.6,0
Decha,11/18/2012,,,,,,,,,,0.076,0,,,,0,,,,,,,,,,1.29,,0,45.69,,,0,4.74,37.23,,15,,0,2.47,,,11.2,,,,,,,,,0,,,,,,0.043,,0,,12.92,0,,,,,,0,0.748,0.011,,0.014,,,,0.0025,,,,,,,,,,,,,,,,,,,39.023,,,,294,,,1.156,,0.076,,8,0
